Brawler,Map,Adjusted Win Rate
MORTIS,Split,0.553156772
MAX,Nuts & Bolts,0.553145675
BEA,SHROUDING SERPENT,0.553144011
POCO,Robo Ring,0.553143647
RICO,Dueling Beetles,0.553143502
COLETTE,Skull Creek,0.553136941
SURGE,Cube Force,0.553134856
STU,Middle Ground,0.553134208
COLT,Flooded Mine,0.553113158
FANG,SUPER CITY,0.55310987
SPROUT,Diagonal Alley,0.553106495
JACKY,Last Stand,0.553096141
BROCK,Pinball Dreams,0.553093883
BROCK,Gem Fort,0.55307972
COLT,Deathcap Trap,0.553077811
RICO,Super Stadium,0.553072311
MAX,Goldarm Gulch,0.553067126
BARLEY,Night at the Museum,0.553062021
FRANK,Shooting Star,0.553044339
CROW,Hot Potato,0.553036882
BYRON,Four Squared,0.55302466
NANI,Belle's Rock,0.553014192
SURGE,Gem Source,0.552992998
TARA,Factory Rush,0.552990647
JACKY,Excel,0.552988731
TICK,Dark Passage,0.552979421
EDGAR,Ring of Fire,0.552975675
BIBI,Factory Rush,0.552972653
SURGE,Flooded Mine,0.552972416
BIBI,Cube Force,0.552965875
BULL,Acid Lakes,0.552949336
COLONEL RUFFS,Lit Match,0.552947468
SURGE,Bot Drop,0.552939382
BYRON,Rattlesnake Ravine,0.552924223
POCO,Hot Potato,0.552905633
STU,Sneaky Fields,0.552905544
BO,Some Assembly Required,0.55290157
CROW,Nuts & Bolts,0.552888891
NANI,Ruins,0.552880292
MEG,Dried Up River,0.552880156
PIPER,Dark Passage,0.552878991
PAM,Skull Creek,0.552848658
SHELLY,Double Swoosh,0.5528409
TARA,Bric-a-Brac,0.552825366
GALE,Crystal Arcade,0.552817509
BARLEY,Bot Drop,0.552806286
BELLE,Mystic Touch,0.552788333
SPROUT,Gem Fort,0.552783252
BROCK,Robo Ring,0.5527574
SPIKE,Night at the Museum,0.552755958
CARL,SUPER CITY,0.552752938
CROW,Diagonal Alley,0.552748226
MAX,Electric Zone,0.552737173
BIBI,Gem Fort,0.552731251
FRANK,Layer Cake,0.552715063
GENE,Nuts & Bolts,0.55270678
BULL,Ends Meet,0.552702974
BROCK,Acute Angle,0.55268996
DYNAMIKE,Undermine,0.552688539
SHELLY,Crystal Arcade,0.552684372
PIPER,Hot Potato,0.552679514
COLT,Four Squared,0.552671142
BUZZ,Last Stand,0.55265964
MR. P,Rockwall Brawl,0.552651261
SPROUT,Dark Fantasies,0.552647014
CROW,Pit Stop,0.552646048
LOU,Mystic Touch,0.552618285
GENE,Pinhole Punt,0.552608582
NANI,Field Goal,0.552603392
DYNAMIKE,DUELIST'S DESTINY,0.552603175
BULL,Dried Up River,0.552591693
BROCK,Deep Diner,0.552573241
SQUEAK,Pit Stop,0.552568825
SPIKE,Feast or Famine,0.552568448
BIBI,Undermine,0.552566747
STU,Hot Potato,0.552554311
TARA,Nuts & Bolts,0.552536046
8-BIT,Dueling Beetles,0.55253509
GENE,Gem Fort,0.552522435
MAX,Deathcap Trap,0.552517883
MAX,Layer Cake,0.552481681
SPIKE,Cotton Candy Dreams,0.552452332
BYRON,Scorched Stone,0.552429954
BIBI,Cotton Candy Dreams,0.552426907
BELLE,Acid Lakes,0.55242533
MEG,Mystic Touch,0.552415409
PIPER,SUPER CITY,0.552399503
SHELLY,Triple Dribble,0.552390976
BROCK,Sneaky Fields,0.552384873
BARLEY,Rockwall Brawl,0.55238462
EMZ,Hard Rock Mine,0.552384342
BO,Scorched Stone,0.552357129
8-BIT,Night at the Museum,0.552348801
BEA,Nuts & Bolts,0.552315295
BO,Super Stadium,0.552303605
BYRON,Center Field,0.552296389
SURGE,NO SURRENDER,0.552289693
SHELLY,Bridge Too Far,0.552283857
BEA,Parallel Plays,0.552280625
EDGAR,Factory Rush,0.552244899
MEG,Cavern Churn,0.552242741
SPROUT,Rattlesnake Ravine,0.552214753
BEA,Safe Zone,0.552208174
DYNAMIKE,Dry Season,0.552201469
MAX,Deep Diner,0.552193646
GALE,Middle Ground,0.552173048
FANG,Bot Drop,0.55216164
SPIKE,Double Swoosh,0.55216035
BUZZ,Skull Creek,0.552159421
SPIKE,Kaboom Canyon,0.552127883
BO,Firm Grip,0.552124277
FRANK,Hard Rock Mine,0.552102668
LEON,Skull Creek,0.55209673
GRIFF,Last Stand,0.552084607
CARL,Ring of Fire,0.552082352
COLT,Deep Diner,0.55205747
PAM,Rattlesnake Ravine,0.552029564
SURGE,Goldarm Gulch,0.552029061
DYNAMIKE,Hard Rock Mine,0.551997855
BARLEY,Factory Rush,0.551984711
BUZZ,Bot Drop,0.55197898
BULL,Crystal Arcade,0.551966863
GRIFF,Diagonal Alley,0.55196306
BULL,Layer Cake,0.551958009
SURGE,Rattlesnake Ravine,0.551949881
EDGAR,Safe Zone,0.55194279
SHELLY,Rockwall Brawl,0.551940586
TICK,Slalom Slam,0.551936793
MAX,Dry Season,0.551936488
SHELLY,Mystic Touch,0.551930836
CROW,Luis' Revenge,0.551912139
SANDY,Last Stand,0.551906704
STU,Safe Zone,0.551903848
COLT,Bric-a-Brac,0.551880022
TICK,Safe Zone,0.551875217
COLT,Controller Chaos,0.551835841
TARA,Robo Ring,0.551833904
NANI,Double Trouble,0.551824064
SQUEAK,Ring of Fire,0.551813578
BUZZ,Deathcap Trap,0.551783879
BIBI,Rockwall Brawl,0.551780632
BIBI,Acute Angle,0.551770648
BROCK,Cotton Candy Dreams,0.551767242
8-BIT,Rockwall Brawl,0.551765731
GENE,Rockwall Brawl,0.551763911
BEA,Belle's Rock,0.551761917
BYRON,Super Stadium,0.551733863
COLT,Factory Rush,0.551725077
BULL,Parallel Plays,0.551722727
CROW,Safe Zone,0.551718189
PAM,Cavern Churn,0.551712993
FRANK,Dried Up River,0.551710156
SPIKE,Acid Lakes,0.551708434
SPROUT,SHROUDING SERPENT,0.551704004
AMBER,Deep Diner,0.551686594
CROW,Belle's Rock,0.551676824
PIPER,Robo Ring,0.551664167
LEON,Sneaky Fields,0.551648848
EMZ,Acid Lakes,0.551643819
BULL,Feast or Famine,0.551640604
BEA,Four Squared,0.551622101
EL PRIMO,Dark Fantasies,0.551604071
COLT,Middle Ground,0.551583604
SHELLY,Safety Center,0.551570429
MORTIS,Controller Chaos,0.551567273
SHELLY,Electric Zone,0.551558051
SURGE,Acute Angle,0.5515556
BO,Robo Ring,0.551553898
SPROUT,Double Swoosh,0.55152993
NANI,Feast or Famine,0.551506369
COLT,Nuts & Bolts,0.551505626
COLETTE,Ring of Fire,0.551504609
TICK,Lit Match,0.551501301
BROCK,Power Shot,0.551488733
DYNAMIKE,Deep End,0.551484704
PIPER,Cotton Candy Dreams,0.551481206
SPIKE,Belle's Rock,0.551471678
SHELLY,Firm Grip,0.551459763
BIBI,Lit Match,0.551446502
TICK,Center Stage,0.551445231
BARLEY,Split,0.551445175
GENE,Binary Coding,0.551435141
BUZZ,Double Trouble,0.551433721
DYNAMIKE,Deathcap Trap,0.551415957
TICK,Controller Chaos,0.551377711
BULL,Robo Ring,0.551370983
CROW,Double Trouble,0.551370306
FRANK,Deep End,0.55136557
GENE,Center Field,0.551357629
STU,Electric Zone,0.551341324
COLONEL RUFFS,Acid Lakes,0.551340188
SHELLY,Cube Force,0.551314062
BYRON,Hot Potato,0.551306216
PIPER,Flaring Phoenix,0.551298259
LOU,Dark Passage,0.551289657
STU,Cotton Candy Dreams,0.551289541
SPROUT,Lit Match,0.551281277
BULL,Cube Force,0.551275811
GENE,Acute Angle,0.551258105
MAX,Hideout,0.551244374
BEA,Deep Diner,0.551242446
TARA,Bridge Too Far,0.551240236
SHELLY,Some Assembly Required,0.551228452
BIBI,Mystic Touch,0.551225433
LEON,Triple Dribble,0.55122495
SHELLY,Night at the Museum,0.551206433
BROCK,Rattlesnake Ravine,0.55115946
PIPER,Deathcap Trap,0.551155063
STU,Ruins,0.551130144
GENE,Factory Rush,0.551126736
EDGAR,Ruins,0.551122222
COLETTE,Minecart Madness,0.551105205
SURGE,Pinhole Punt,0.551103653
BIBI,Gem Source,0.551097994
BULL,Double Swoosh,0.551068204
STU,Bridge Too Far,0.551068049
MEG,Ruins,0.551041385
COLETTE,Scorched Stone,0.551021361
SHELLY,Backyard Bowl,0.550998935
SPIKE,Split,0.550995851
TICK,Gem Fort,0.550973356
RICO,Dark Passage,0.550972535
BEA,Excel,0.550971142
BEA,Gem Fort,0.550967123
SURGE,Hot Potato,0.550954199
MORTIS,Some Assembly Required,0.550944019
MORTIS,Four Squared,0.550943309
BO,Double Trouble,0.550942778
SPROUT,Ruins,0.550942497
NANI,Acid Lakes,0.5509396
MORTIS,Last Stand,0.550916826
CARL,Pit Stop,0.550911258
BROCK,Pierced,0.550907195
NANI,Slalom Slam,0.550901011
TICK,Cavern Churn,0.550856288
SHELLY,Junk Park,0.550849402
EDGAR,Undermine,0.55083654
STU,Excel,0.55081394
SURGE,Power Shot,0.55080084
BUZZ,Middle Ground,0.550799438
SHELLY,Hard Rock Mine,0.550776243
TICK,Minecart Madness,0.55077108
BEA,Minecart Madness,0.550769803
MAX,Acid Lakes,0.550768569
PIPER,Binary Coding,0.550763393
GENE,Sticky Notes,0.550750231
MORTIS,SUPER CITY,0.550740993
COLT,Excel,0.550737233
PIPER,Last Stand,0.550717894
BEA,Deathcap Trap,0.550698305
NANI,Center Field,0.550673263
EMZ,Dark Fantasies,0.550658385
MORTIS,Ring of Fire,0.550630621
COLONEL RUFFS,Mystic Touch,0.550581355
COLETTE,Sticky Notes,0.550547899
MORTIS,Safe Zone,0.550532168
GENE,Flooded Mine,0.550524286
FRANK,Cotton Candy Dreams,0.550504514
PAM,Crystal Arcade,0.550496652
BULL,Electric Zone,0.550477365
BUZZ,Factory Rush,0.550471971
SHELLY,Excel,0.550468196
SPROUT,Safe Zone,0.550455279
LEON,Acid Lakes,0.550454902
SPROUT,Backyard Bowl,0.550425148
TICK,WARRIOR'S WAY,0.55040147
LEON,Night at the Museum,0.550358123
SPIKE,Pit Stop,0.550356335
BO,Triple Dribble,0.55035284
SPROUT,Hard Rock Mine,0.550343894
GROM,Diagonal Alley,0.550334055
SHELLY,Ends Meet,0.550333887
SPIKE,Undermine,0.550324908
PIPER,DUELIST'S DESTINY,0.550315989
LEON,MONKEY MAZE,0.550294257
CROW,Four Squared,0.550280922
EL PRIMO,Acid Lakes,0.550275945
TICK,Some Assembly Required,0.550272418
COLT,Parallel Plays,0.550259078
COLT,Flaring Phoenix,0.550257053
PENNY,Hot Potato,0.550241839
COLT,Luis' Revenge,0.550198165
BROCK,Dark Passage,0.55019043
DYNAMIKE,Danger Zone,0.55013864
EDGAR,Deep Diner,0.550121032
PIPER,Dune Drift,0.550117703
GENE,Cavern Churn,0.550100755
CROW,Night at the Museum,0.550087061
SURGE,Center Field,0.550072795
SHELLY,Cotton Candy Dreams,0.550071562
FRANK,Safety Center,0.5500714
SURGE,Undermine,0.550065419
BYRON,Safe Zone,0.550061432
PIPER,Danger Zone,0.550057095
GENE,Bot Drop,0.55002633
TICK,Acute Angle,0.550015166
COLT,Gem Source,0.549996683
GALE,Rattlesnake Ravine,0.549983255
DYNAMIKE,Goldarm Gulch,0.549968927
DYNAMIKE,Deep Diner,0.549965195
SURGE,Bric-a-Brac,0.549945754
SHELLY,Robo Ring,0.549935795
MAX,Cube Force,0.549887296
SPIKE,Safe Zone,0.549857835
CROW,Scorched Stone,0.549855389
TICK,Bridge Too Far,0.549854257
COLETTE,Mystic Touch,0.549850285
TICK,Parallel Plays,0.549844161
SPROUT,Sneaky Fields,0.549841122
BIBI,Scorched Stone,0.549838439
NANI,Dune Drift,0.549824897
TICK,Sticky Notes,0.549812593
BYRON,Ring of Fire,0.549808835
BEA,Undermine,0.54978818
SPROUT,Skull Creek,0.549784752
DYNAMIKE,Layer Cake,0.549725839
COLT,Double Swoosh,0.549707157
SURGE,Dried Up River,0.549698805
SHELLY,Shooting Star,0.549693567
SPIKE,Hot Potato,0.549687673
TICK,Robo Ring,0.54968622
GALE,Double Swoosh,0.549658542
COLT,Some Assembly Required,0.549651073
BUZZ,Bric-a-Brac,0.549650209
JESSIE,Cavern Churn,0.549649517
MORTIS,Dueling Beetles,0.549615952
EDGAR,Center Field,0.549604184
BUZZ,Dune Drift,0.549602239
PIPER,Acute Angle,0.549582714
GENE,Ring of Fire,0.549581145
EDGAR,Gem Source,0.549574159
BULL,Double Trouble,0.549566168
GENE,Mystic Touch,0.549559852
SANDY,Cavern Churn,0.549546294
COLT,Electric Zone,0.549541589
SPIKE,Deep End,0.549539675
STU,Scorched Stone,0.549531791
BEA,Kaboom Canyon,0.549516452
GENE,Double Trouble,0.549511506
SHELLY,Super Stadium,0.549492049
BEA,Hard Rock Mine,0.549480764
BYRON,MONKEY MAZE,0.54946913
SPROUT,Slalom Slam,0.549447537
BROCK,Field Goal,0.54941329
SPIKE,Excel,0.549404433
TICK,Power Shot,0.549402418
MAX,Mystic Touch,0.549376712
BIBI,Dried Up River,0.549364658
SPIKE,Flaring Phoenix,0.549349623
STU,Dark Passage,0.549343634
BROCK,Scorched Stone,0.549337144
STU,Mystic Touch,0.549302998
SHELLY,Belle's Rock,0.54930267
COLT,Shooting Star,0.549275464
SPROUT,Acid Lakes,0.549263673
BUZZ,Acid Lakes,0.549251503
EDGAR,Middle Ground,0.549246168
BELLE,Hot Potato,0.549221643
BARLEY,Cavern Churn,0.549187674
BYRON,Skull Creek,0.549155279
CROW,Bridge Too Far,0.549148155
GENE,Night at the Museum,0.549123289
RICO,Shooting Star,0.54911722
DYNAMIKE,Excel,0.549107585
MAX,Junk Park,0.549100016
BELLE,Night at the Museum,0.549098885
MAX,Bridge Too Far,0.549095271
MORTIS,Gem Fort,0.549080369
SHELLY,Safe Zone,0.549074794
BROCK,Ring of Fire,0.549071396
COLONEL RUFFS,Ruins,0.549066119
BROCK,Hard Rock Mine,0.549060046
SHELLY,Bot Drop,0.549056549
SHELLY,Kaboom Canyon,0.549052773
BUZZ,Feast or Famine,0.549036801
EDGAR,Binary Coding,0.549013398
EDGAR,Bridge Too Far,0.548977853
TICK,Backyard Bowl,0.548965244
CROW,Dry Season,0.548956011
BIBI,Feast or Famine,0.548930747
BROCK,Dueling Beetles,0.548924694
MAX,Ring of Fire,0.548922847
SURGE,Factory Rush,0.548876174
BEA,Cube Force,0.548863578
BIBI,Ruins,0.548843424
RICO,Rattlesnake Ravine,0.548785516
TICK,Factory Rush,0.548779843
SPROUT,Acute Angle,0.548777615
PIPER,Four Squared,0.548766033
SHELLY,Layer Cake,0.548740691
BROCK,TIGER TRAP,0.5487401
SURGE,Pit Stop,0.548665405
BO,Feast or Famine,0.548658548
SHELLY,Hot Potato,0.548647586
BEA,Robo Ring,0.548634353
BROCK,Triple Dribble,0.548627319
SPROUT,Firm Grip,0.548622382
BO,Cavern Churn,0.548620018
RICO,Hideout,0.548608636
BYRON,Feast or Famine,0.548591877
BROCK,Double Swoosh,0.548590083
MORTIS,Bric-a-Brac,0.548546176
BUZZ,Scorched Stone,0.548545315
PIPER,Ends Meet,0.548542954
BELLE,Dried Up River,0.548539314
MORTIS,Undermine,0.548523952
FRANK,Skull Creek,0.54852088
SURGE,Electric Zone,0.548515767
BYRON,Robo Ring,0.548513557
DYNAMIKE,MONKEY MAZE,0.548507973
BROCK,SUPER CITY,0.548462794
DYNAMIKE,Parallel Plays,0.548452813
GENE,SHROUDING SERPENT,0.548450064
MAX,Belle's Rock,0.548426242
SURGE,Layer Cake,0.548421307
COLETTE,Safety Center,0.548392331
BUZZ,Deep End,0.548375185
NANI,Factory Rush,0.548368995
EMZ,Ruins,0.548368075
MAX,Flooded Mine,0.54833778
SPIKE,Goldarm Gulch,0.548322131
SPIKE,Some Assembly Required,0.548320294
EDGAR,Crystal Arcade,0.548316357
PIPER,Crystal Arcade,0.548292168
NANI,Firm Grip,0.548289789
CROW,Middle Ground,0.548273543
BUZZ,Mystic Touch,0.548263745
COLT,Undermine,0.548261347
BEA,Rattlesnake Ravine,0.54825704
COLT,Gem Fort,0.548229932
SHELLY,Dark Passage,0.54821272
EDGAR,Cube Force,0.548198928
MAX,Bot Drop,0.548187206
LOU,Night at the Museum,0.548187037
GENE,Parallel Plays,0.548146314
SHELLY,Acid Lakes,0.548141069
BIBI,Layer Cake,0.548137878
SURGE,Robo Ring,0.548132234
PIPER,Feast or Famine,0.548108975
POCO,Mystic Touch,0.548100728
DYNAMIKE,Acute Angle,0.548090913
RICO,Acid Lakes,0.548086974
SPIKE,Dried Up River,0.548071488
MAX,Skull Creek,0.548071046
COLT,Pierced,0.548067916
BYRON,Rockwall Brawl,0.548057623
SURGE,Deep End,0.548033453
CROW,Rattlesnake Ravine,0.548032065
COLT,Minecart Madness,0.548010445
SURGE,Flaring Phoenix,0.548004957
TICK,Field Goal,0.547997455
BO,Rockwall Brawl,0.547994155
BIBI,Flooded Mine,0.54797406
RICO,Dark Fantasies,0.54795478
BUZZ,Ruins,0.547907994
BROCK,Deathcap Trap,0.547906898
COLONEL RUFFS,Dried Up River,0.547901484
EDGAR,Belle's Rock,0.547890702
SPIKE,Shooting Star,0.547871517
EMZ,Scorched Stone,0.547866379
BEA,Cotton Candy Dreams,0.547865482
CROW,Skull Creek,0.547816216
EL PRIMO,Double Trouble,0.547805873
BYRON,Deep Diner,0.547787897
GENE,Skull Creek,0.547785132
BARLEY,SUPER CITY,0.547763102
8-BIT,Pit Stop,0.547755633
BROCK,Night at the Museum,0.547747554
BEA,Luis' Revenge,0.5477306
SPROUT,Dried Up River,0.547682353
MORTIS,Diagonal Alley,0.547671764
MAX,WARRIOR'S WAY,0.547643669
MR. P,Dried Up River,0.547633377
RICO,Safety Center,0.547618431
BROCK,Ruins,0.547617155
SURGE,Double Swoosh,0.547606579
TICK,Crystal Arcade,0.547605626
TICK,Skull Creek,0.547603509
LEON,Ruins,0.547568506
BYRON,Sneaky Fields,0.547552338
EDGAR,Slalom Slam,0.54754661
MORTIS,Acute Angle,0.54754451
PIPER,Dark Fantasies,0.547540778
EDGAR,Skull Creek,0.547516374
DYNAMIKE,Safe Zone,0.547505744
SPROUT,Ring of Fire,0.547499205
POCO,Feast or Famine,0.547489708
BULL,Cotton Candy Dreams,0.547482102
MORTIS,Goldarm Gulch,0.547431501
BEA,Crystal Arcade,0.54737379
MAX,Cavern Churn,0.54737125
TICK,Rockwall Brawl,0.547359386
TICK,Cotton Candy Dreams,0.54735772
EDGAR,Double Swoosh,0.547353557
COLONEL RUFFS,Double Trouble,0.547335788
FRANK,Double Trouble,0.547324259
TICK,Double Trouble,0.547306571
SHELLY,Deep End,0.547294313
EDGAR,Some Assembly Required,0.547289063
BROCK,Dried Up River,0.547285313
EDGAR,Deathcap Trap,0.547245739
MAX,Cotton Candy Dreams,0.547231789
TICK,Danger Zone,0.54722144
PIPER,Pierced,0.547218958
CROW,MONKEY MAZE,0.547214781
DYNAMIKE,Bridge Too Far,0.547198718
LEON,Gem Fort,0.547183813
MORTIS,WARRIOR'S WAY,0.547178814
BYRON,Danger Zone,0.547169335
BO,Ruins,0.547165289
EDGAR,Controller Chaos,0.547129967
POCO,Dried Up River,0.54711954
EMZ,Safety Center,0.547067463
EDGAR,Gem Fort,0.547061235
EMZ,Double Trouble,0.547035719
SPIKE,Rockwall Brawl,0.546967509
BROCK,Hot Potato,0.546926721
DYNAMIKE,Pierced,0.546881309
SPROUT,Split,0.546852742
GALE,Diagonal Alley,0.546845018
STU,Undermine,0.546788939
TICK,Flooded Mine,0.546754225
STU,Night at the Museum,0.546721646
DYNAMIKE,Cotton Candy Dreams,0.546678757
BEA,Dark Passage,0.546643666
BO,Skull Creek,0.546642212
GENE,Scorched Stone,0.546635989
DYNAMIKE,Diagonal Alley,0.546631546
BO,Hot Potato,0.54662608
PAM,Ruins,0.546598887
DYNAMIKE,Minecart Madness,0.546598499
TICK,Scorched Stone,0.546594888
BARLEY,Acid Lakes,0.546536703
MORTIS,Danger Zone,0.546536482
STU,Deep End,0.546534628
POCO,Acid Lakes,0.546532151
SPROUT,Binary Coding,0.546522033
EDGAR,Rockwall Brawl,0.546515039
GENE,Super Stadium,0.546502671
MORTIS,Luis' Revenge,0.546500977
COLT,Cube Force,0.54648246
EDGAR,Dueling Beetles,0.546482199
8-BIT,Acid Lakes,0.546465013
EDGAR,Acute Angle,0.54646359
BYRON,Bot Drop,0.546454788
STU,Diagonal Alley,0.546432823
PIPER,Deep Diner,0.546391327
SPROUT,Triple Dribble,0.546389495
DYNAMIKE,Controller Chaos,0.546373864
SHELLY,Dry Season,0.546358397
BYRON,Acid Lakes,0.546336298
BROCK,Mystic Touch,0.546298803
BUZZ,Cavern Churn,0.546275164
FRANK,Scorched Stone,0.546257561
NANI,Super Stadium,0.546230649
TARA,Skull Creek,0.54617032
RICO,Scorched Stone,0.546156121
RICO,Diagonal Alley,0.546150047
BEA,Dry Season,0.546142286
COLETTE,Dried Up River,0.546140698
PIPER,Double Swoosh,0.546138612
SURGE,Cotton Candy Dreams,0.546094019
STU,Ring of Fire,0.546074532
EDGAR,NO SURRENDER,0.546062876
POCO,Rockwall Brawl,0.546052823
LOU,Scorched Stone,0.546041058
EDGAR,Hard Rock Mine,0.546030561
SURGE,Binary Coding,0.54602133
NANI,Rockwall Brawl,0.546001912
BYRON,Controller Chaos,0.545978382
MORTIS,Kaboom Canyon,0.545976522
TARA,Scorched Stone,0.545945657
COLT,Dry Season,0.545945378
PIPER,Dueling Beetles,0.545942571
COLT,Pinhole Punt,0.545925638
EDGAR,Excel,0.54590607
SURGE,Field Goal,0.54588417
BELLE,Ruins,0.545842774
BARLEY,Double Trouble,0.545801426
BEA,Feast or Famine,0.545761408
RICO,Feast or Famine,0.545716357
BIBI,SHROUDING SERPENT,0.545692764
SHELLY,Pit Stop,0.545688643
TICK,Safety Center,0.54563012
EDGAR,Electric Zone,0.545607957
STU,Pit Stop,0.545589974
PIPER,MONKEY MAZE,0.545582201
TICK,Double Swoosh,0.545560425
DYNAMIKE,WARRIOR'S WAY,0.545537761
MORTIS,Night at the Museum,0.545524926
BEA,Controller Chaos,0.545522644
TICK,SHROUDING SERPENT,0.545514351
MORTIS,Bot Drop,0.545513424
GENE,Acid Lakes,0.545503205
SPROUT,Pierced,0.545489833
BROCK,SHROUDING SERPENT,0.545481752
STU,Cavern Churn,0.545463124
GENE,Firm Grip,0.545459647
POCO,Ruins,0.545424583
BYRON,Cotton Candy Dreams,0.545373731
SPIKE,Hard Rock Mine,0.545364214
MORTIS,Crystal Arcade,0.545360563
BARLEY,Diagonal Alley,0.545331528
BIBI,Acid Lakes,0.545242202
DYNAMIKE,Flooded Mine,0.545229508
BROCK,Center Field,0.545217569
BEA,Dark Fantasies,0.545217427
TICK,Diagonal Alley,0.545183375
EMZ,Dried Up River,0.545163089
MAX,Dried Up River,0.545151329
BEA,Acute Angle,0.545139577
COLETTE,Ruins,0.545110449
GROM,Last Stand,0.54504097
MORTIS,DUELIST'S DESTINY,0.544990782
EMZ,Rockwall Brawl,0.544951533
SPROUT,Flooded Mine,0.544946915
SHELLY,Scorched Stone,0.544931608
BUZZ,Cube Force,0.544898849
COLT,Ring of Fire,0.544876224
BYRON,Binary Coding,0.54485263
BARLEY,Binary Coding,0.544841207
EMZ,Skull Creek,0.54480892
SURGE,Ends Meet,0.544770468
MAX,Scorched Stone,0.544739122
DYNAMIKE,Kaboom Canyon,0.544735397
GENE,Undermine,0.544729176
SURGE,Mystic Touch,0.544729005
DYNAMIKE,Middle Ground,0.544689775
BYRON,Mystic Touch,0.544620595
SPIKE,Diagonal Alley,0.544617459
SHELLY,Middle Ground,0.544564499
TARA,Dried Up River,0.544557164
DYNAMIKE,Center Field,0.544537728
RICO,Pit Stop,0.544528915
NANI,Triple Dribble,0.544517297
EDGAR,Shooting Star,0.544509927
MAX,Ruins,0.544492387
FRANK,Dark Fantasies,0.544468028
COLT,Layer Cake,0.544453878
TARA,Layer Cake,0.544445184
CROW,Acid Lakes,0.544435298
COLT,Dueling Beetles,0.544406666
CROW,Safety Center,0.544342728
SPROUT,Center Field,0.544305227
DYNAMIKE,Shooting Star,0.544303814
BROCK,Cavern Churn,0.544270197
SPIKE,Skull Creek,0.544261008
BYRON,Triple Dribble,0.544257069
BIBI,Skull Creek,0.544237126
SURGE,SHROUDING SERPENT,0.544227035
POCO,Cavern Churn,0.544217889
TARA,Belle's Rock,0.544188915
BIBI,Cavern Churn,0.54418753
DYNAMIKE,Gem Source,0.544174731
BEA,Double Swoosh,0.544166784
BYRON,Dueling Beetles,0.544147356
BUZZ,Dried Up River,0.544147161
CROW,TIGER TRAP,0.544132654
EDGAR,Flaring Phoenix,0.544077153
CROW,Mystic Touch,0.544065803
PIPER,TIGER TRAP,0.544060804
EDGAR,Minecart Madness,0.544020001
MORTIS,Pit Stop,0.543984142
NANI,Power Shot,0.543973283
EMZ,Cavern Churn,0.543968733
TICK,Mystic Touch,0.543953502
STU,Shooting Star,0.543952051
GENE,Ruins,0.543948289
NANI,Pinball Dreams,0.543942054
SURGE,Sneaky Fields,0.543922599
COLETTE,Rockwall Brawl,0.543917927
SURGE,Shooting Star,0.543822392
CROW,Rockwall Brawl,0.543791209
NANI,Cavern Churn,0.543777617
BIBI,Double Trouble,0.543772866
PIPER,Hard Rock Mine,0.543732549
RICO,Backyard Bowl,0.543719201
STU,Acid Lakes,0.543713515
COLT,Hard Rock Mine,0.543681179
SPROUT,Dueling Beetles,0.543632461
GALE,Ruins,0.543602696
TARA,Mystic Touch,0.543589402
BO,Last Stand,0.543579563
BROCK,Binary Coding,0.54356997
CROW,Dried Up River,0.543508143
STU,Feast or Famine,0.543491891
DYNAMIKE,Rattlesnake Ravine,0.543251043
SPROUT,Sticky Notes,0.543231939
GALE,Pit Stop,0.543217338
BEA,Double Trouble,0.543144632
TICK,Dark Fantasies,0.543144236
COLT,Deep End,0.543104571
STU,Dried Up River,0.543074737
BROCK,Sticky Notes,0.543062473
NANI,Hard Rock Mine,0.543050279
EDGAR,Layer Cake,0.543042302
PIPER,Scorched Stone,0.543010669
BROCK,Double Trouble,0.542818588
DYNAMIKE,Double Swoosh,0.542812581
BROCK,Diagonal Alley,0.542800392
TARA,Last Stand,0.542699965
EDGAR,Flooded Mine,0.542674913
SPROUT,Pinball Dreams,0.542577684
DYNAMIKE,Crystal Arcade,0.542549015
BEA,Safety Center,0.542540432
PIPER,Ring of Fire,0.54251814
BROCK,Center Stage,0.542493392
MORTIS,DANGER CHAMBER,0.542450213
SURGE,Backyard Bowl,0.542428745
BROCK,Dark Fantasies,0.542395465
BIBI,Safety Center,0.542354169
BROCK,Feast or Famine,0.542319168
BEA,Skull Creek,0.542301505
PIPER,Skull Creek,0.542284165
DYNAMIKE,Ends Meet,0.542257056
BROCK,Firm Grip,0.542241694
BROCK,Rockwall Brawl,0.542226859
EDGAR,Dark Passage,0.542138438
SPIKE,Layer Cake,0.54212613
COLT,Dark Fantasies,0.542092635
BROCK,Acid Lakes,0.54207353
BELLE,Cavern Churn,0.542070263
RICO,Skull Creek,0.542052342
BEA,Rockwall Brawl,0.541919376
COLT,Ends Meet,0.541896065
TARA,Ruins,0.541869012
SURGE,Crystal Arcade,0.54181042
BEA,Cavern Churn,0.541757238
MAX,Deep End,0.541710723
BYRON,Center Stage,0.541696185
SURGE,Center Stage,0.541680205
MORTIS,Bridge Too Far,0.541677304
GROM,SUPER CITY,0.541675408
PIPER,Sticky Notes,0.541643458
PIPER,Acid Lakes,0.541563781
COLT,Belle's Rock,0.541557667
SPROUT,Center Stage,0.541547292
TICK,Feast or Famine,0.541541063
PIPER,Gem Fort,0.541488408
STU,NO SURRENDER,0.541410328
FRANK,Ruins,0.54137447
PIPER,Goldarm Gulch,0.541360929
RICO,Ruins,0.541314395
NANI,Dried Up River,0.541299775
EDGAR,Center Stage,0.541215021
