Brawler,Map,Adjusted Win Rate
LEON,Middle Ground,0.570428906
BELLE,DUELIST'S DESTINY,0.570428713
SQUEAK,Gem Fort,0.570418198
BULL,Sticky Notes,0.570399348
MAX,Controller Chaos,0.570397644
BARLEY,Shooting Star,0.570382585
MAX,Diagonal Alley,0.570369415
BARLEY,Luis' Revenge,0.570359516
ASH,Bridge Too Far,0.570356499
PAM,Middle Ground,0.570351861
EL PRIMO,Firm Grip,0.570344364
MR. P,Deep Diner,0.570294699
BO,SUPER CITY,0.570291837
COLETTE,Flaring Phoenix,0.570285344
GALE,Lit Match,0.570283752
ROSA,Dark Passage,0.570273755
MEG,Cube Force,0.570267171
CARL,Deep Diner,0.570234485
CARL,Field Goal,0.57023003
EL PRIMO,Nuts & Bolts,0.570194807
BEA,Danger Zone,0.570188898
PENNY,Super Stadium,0.57018218
CARL,Cavern Churn,0.570177018
PENNY,Double Swoosh,0.570175229
EMZ,Dueling Beetles,0.570175116
LOLA,Skull Creek,0.570171785
BARLEY,Deep Diner,0.57016396
MORTIS,Nuts & Bolts,0.570140896
CARL,Night at the Museum,0.570137869
MR. P,SUPER CITY,0.570128159
BYRON,Firm Grip,0.570117324
NITA,Split,0.570082424
DARRYL,Dark Fantasies,0.570067412
MAX,Backyard Bowl,0.570066351
LOU,Rattlesnake Ravine,0.570059418
EL PRIMO,Middle Ground,0.570052698
MAX,Rattlesnake Ravine,0.570050931
BELLE,TIGER TRAP,0.570049801
STU,DANGER CHAMBER,0.570044845
MR. P,Factory Rush,0.570044643
AMBER,Controller Chaos,0.57003212
COLONEL RUFFS,Shooting Star,0.570020363
ASH,Split,0.570019679
8-BIT,Binary Coding,0.570014664
DARRYL,Cavern Churn,0.569989623
STU,DUELIST'S DESTINY,0.56997957
BARLEY,Middle Ground,0.569977737
AMBER,Field Goal,0.569965494
BELLE,Binary Coding,0.569950042
MR. P,Cotton Candy Dreams,0.569949717
AMBER,Dried Up River,0.56993808
COLETTE,Slalom Slam,0.569924331
COLONEL RUFFS,Super Stadium,0.56989713
EMZ,SHROUDING SERPENT,0.569879033
BELLE,Controller Chaos,0.569855018
RICO,Electric Zone,0.569838898
8-BIT,Kaboom Canyon,0.569835429
RICO,Luis' Revenge,0.56983403
BIBI,Super Stadium,0.569826672
SANDY,Gem Fort,0.569823512
ASH,Dueling Beetles,0.569806051
CARL,Nuts & Bolts,0.569805506
SPIKE,Robo Ring,0.569793713
MAX,Triple Dribble,0.569792216
POCO,Hideout,0.569783307
LEON,Electric Zone,0.569778339
JACKY,Undermine,0.569760805
EL PRIMO,Bridge Too Far,0.569759209
SPIKE,Danger Zone,0.569752005
MR. P,Deathcap Trap,0.569733739
ROSA,Parallel Plays,0.569732099
GENE,DUELIST'S DESTINY,0.569712025
BIBI,NO SURRENDER,0.56970511
STU,Gem Source,0.569700908
JACKY,Hideout,0.569685745
SANDY,Hot Potato,0.569653823
ROSA,Kaboom Canyon,0.569646917
PENNY,Hideout,0.569628888
BULL,Flooded Mine,0.569617528
BULL,Dueling Beetles,0.569607406
DARRYL,Skull Creek,0.569598794
AMBER,Junk Park,0.569594634
DARRYL,Double Trouble,0.56959063
POCO,Gem Source,0.569589238
EMZ,Cube Force,0.569585825
LOLA,Crystal Arcade,0.569580794
BO,Night at the Museum,0.56956405
LOU,Undermine,0.569562663
LOU,Gem Source,0.569551444
BARLEY,Electric Zone,0.569510458
CARL,Danger Zone,0.569499222
ROSA,Acid Lakes,0.569495838
MORTIS,Cube Force,0.569491554
FANG,Factory Rush,0.569485933
LOU,Bridge Too Far,0.569482172
JACKY,Cavern Churn,0.569445935
GRIFF,Rattlesnake Ravine,0.569443508
STU,Danger Zone,0.569425362
SANDY,Deep End,0.569414011
BO,Dueling Beetles,0.569404713
GRIFF,Danger Zone,0.569403307
CARL,Deep End,0.569400137
MEG,Crystal Arcade,0.569390315
CARL,Ruins,0.569388264
SPIKE,SHROUDING SERPENT,0.569383496
SQUEAK,Hideout,0.569369798
COLETTE,Danger Zone,0.56936601
GROM,Bric-a-Brac,0.569365959
LEON,Pinhole Punt,0.569364828
SPIKE,Junk Park,0.569348091
BYRON,Excel,0.569347135
MR. P,Center Field,0.569337848
SQUEAK,Minecart Madness,0.569331693
SHELLY,Last Stand,0.569327556
NITA,Gem Fort,0.569322676
BEA,DUELIST'S DESTINY,0.56931802
PAM,Undermine,0.569308765
ASH,Nuts & Bolts,0.569296171
BELLE,Gem Source,0.569266772
NANI,Night at the Museum,0.569248707
LOU,Ends Meet,0.569243466
NITA,Safe Zone,0.569215107
EMZ,Cotton Candy Dreams,0.569208639
BELLE,Flooded Mine,0.569185384
LOLA,Four Squared,0.569176976
ROSA,Rockwall Brawl,0.569176423
POCO,Ring of Fire,0.569154007
SPIKE,Super Stadium,0.569151806
PAM,Luis' Revenge,0.569150944
BYRON,Luis' Revenge,0.569146135
NITA,Dueling Beetles,0.569129887
POCO,Flaring Phoenix,0.569119108
FRANK,DUELIST'S DESTINY,0.569100677
COLONEL RUFFS,Center Field,0.569088845
BARLEY,Goldarm Gulch,0.569065089
LOU,Crystal Arcade,0.569050867
JACKY,NO SURRENDER,0.569034965
SANDY,Feast or Famine,0.568999094
MAX,SUPER CITY,0.56899238
LEON,Luis' Revenge,0.568992309
SPROUT,Dark Passage,0.56898525
JACKY,Four Squared,0.56897532
LEON,Pinball Dreams,0.568973933
DARRYL,Excel,0.568958435
CARL,Double Trouble,0.568953698
MEG,Belle's Rock,0.568936647
CROW,Triple Dribble,0.568931666
ROSA,Deep Diner,0.56892718
BEA,Last Stand,0.568924576
AMBER,Excel,0.568913666
PENNY,Pinhole Punt,0.568909748
LEON,Power Shot,0.568908217
SPROUT,Nuts & Bolts,0.568897001
MR. P,Goldarm Gulch,0.568896595
PENNY,Bot Drop,0.568888557
GROM,Hot Potato,0.568888382
GENE,Gem Source,0.568883518
COLETTE,Pierced,0.568877133
PAM,Double Swoosh,0.568876033
AMBER,Mystic Touch,0.568862925
EMZ,Hot Potato,0.568850629
ASH,Rattlesnake Ravine,0.568848923
BROCK,Kaboom Canyon,0.568847133
CARL,Ends Meet,0.568847099
8-BIT,Gem Fort,0.56884102
BEA,Pit Stop,0.568840169
CARL,Controller Chaos,0.568799569
BROCK,Hideout,0.568791318
COLONEL RUFFS,Hideout,0.568785568
MR. P,Split,0.568764571
EMZ,Diagonal Alley,0.568756187
BIBI,Triple Dribble,0.568732576
EMZ,Feast or Famine,0.568712837
NANI,Hot Potato,0.56870134
DYNAMIKE,Split,0.568681516
PENNY,Slalom Slam,0.568678854
RICO,SUPER CITY,0.568673113
FANG,Cube Force,0.568630156
DARRYL,Undermine,0.56862706
TARA,NO SURRENDER,0.568625889
FRANK,Backyard Bowl,0.568614382
CROW,Gem Fort,0.568601798
ASH,Double Swoosh,0.568565913
MR. P,Kaboom Canyon,0.568552166
AMBER,Acute Angle,0.568540479
COLETTE,Ends Meet,0.568540354
GENE,Excel,0.568531677
PENNY,Layer Cake,0.568525964
GRIFF,Bot Drop,0.568523064
JACKY,Rockwall Brawl,0.568512044
PAM,Hideout,0.568480143
BROCK,Deep End,0.568479033
BO,Gem Fort,0.568475437
LOU,Excel,0.568471981
AMBER,Cube Force,0.568459946
BUZZ,Hard Rock Mine,0.568456512
SANDY,Acid Lakes,0.56845432
BUZZ,Hot Potato,0.568448108
8-BIT,Double Swoosh,0.568444907
LEON,Parallel Plays,0.568439772
GENE,Pierced,0.568436745
DARRYL,Pierced,0.568434703
SURGE,MONKEY MAZE,0.568427473
FANG,Controller Chaos,0.568422882
BELLE,Robo Ring,0.56841541
SANDY,Scorched Stone,0.56841227
ROSA,Dark Fantasies,0.568398977
GROM,Safe Zone,0.568390449
EL PRIMO,Luis' Revenge,0.568381271
JACKY,Dark Fantasies,0.568372433
JESSIE,Rattlesnake Ravine,0.568371639
BIBI,Danger Zone,0.568370425
SPIKE,Factory Rush,0.568350849
DARRYL,Feast or Famine,0.568350771
RICO,Power Shot,0.568343892
AMBER,Bot Drop,0.568338979
SANDY,Goldarm Gulch,0.568320516
LEON,Dueling Beetles,0.56831768
PENNY,Center Field,0.568301887
SQUEAK,Undermine,0.568278333
FANG,Minecart Madness,0.568269094
COLONEL RUFFS,Binary Coding,0.568267399
8-BIT,Factory Rush,0.568266437
SHELLY,Field Goal,0.56826155
FANG,Pit Stop,0.568230079
NANI,DANGER CHAMBER,0.56822817
JESSIE,Cube Force,0.568223272
GENE,Deep Diner,0.56820263
SQUEAK,Bot Drop,0.568202406
COLETTE,Cube Force,0.568160311
GENE,Hideout,0.568149738
POCO,Electric Zone,0.568145401
ROSA,Mystic Touch,0.568139687
FANG,Goldarm Gulch,0.568135528
PAM,Cotton Candy Dreams,0.568134333
BO,Split,0.568133669
CARL,Rockwall Brawl,0.568114789
MEG,Acid Lakes,0.568111422
COLONEL RUFFS,Safe Zone,0.568101663
BYRON,Slalom Slam,0.568099675
SANDY,Dark Fantasies,0.568093661
LOLA,Acute Angle,0.568077107
ROSA,Cavern Churn,0.568072183
EMZ,Belle's Rock,0.568071209
8-BIT,Undermine,0.56806532
8-BIT,Robo Ring,0.56804529
BO,Kaboom Canyon,0.568025766
AMBER,Sticky Notes,0.568020274
MR. P,Firm Grip,0.568015547
COLONEL RUFFS,Robo Ring,0.568009925
CARL,Dueling Beetles,0.568005696
MEG,Safe Zone,0.568002784
BULL,Undermine,0.567995013
NITA,Bot Drop,0.567993577
COLETTE,Sneaky Fields,0.567987038
BO,Dry Season,0.567982936
STU,TIGER TRAP,0.567977097
LEON,Acute Angle,0.567961377
ROSA,Flaring Phoenix,0.567958086
MR. P,Slalom Slam,0.567952849
EL PRIMO,Ruins,0.567915287
8-BIT,Slalom Slam,0.567913647
NITA,Dark Passage,0.567904896
COLETTE,Layer Cake,0.56790393
BYRON,Belle's Rock,0.567890655
ASH,Factory Rush,0.567882671
LOLA,Minecart Madness,0.567846486
SQUEAK,Acute Angle,0.567831312
RICO,Hot Potato,0.56782138
TARA,Some Assembly Required,0.567810741
BO,Pinball Dreams,0.567808639
MEG,Luis' Revenge,0.567784637
CARL,Sneaky Fields,0.567782398
EMZ,Bot Drop,0.567781211
COLETTE,Firm Grip,0.567774082
NITA,Four Squared,0.567767998
SQUEAK,Field Goal,0.567766698
EL PRIMO,Safe Zone,0.567763119
FRANK,Acute Angle,0.567762295
CROW,Split,0.567761731
JACKY,Pierced,0.567748502
GALE,Hideout,0.567747619
SQUEAK,Pierced,0.567746259
DARRYL,Ends Meet,0.567728533
ASH,Bot Drop,0.567725559
AMBER,Hideout,0.567721875
CARL,Gem Fort,0.567712085
COLONEL RUFFS,Rattlesnake Ravine,0.567707164
8-BIT,Hideout,0.567695915
PAM,Center Stage,0.567684934
GALE,Controller Chaos,0.567681546
BUZZ,SUPER CITY,0.567676908
COLONEL RUFFS,Nuts & Bolts,0.567652518
COLONEL RUFFS,Controller Chaos,0.567647424
AMBER,Parallel Plays,0.567636975
COLETTE,Hideout,0.567633933
SANDY,Dueling Beetles,0.567631029
TARA,Controller Chaos,0.567622899
PAM,Belle's Rock,0.567611681
BULL,Cavern Churn,0.567594658
JACKY,Mystic Touch,0.567586527
FRANK,Lit Match,0.567574199
BO,Hideout,0.567571067
ROSA,Four Squared,0.567568864
COLETTE,Cotton Candy Dreams,0.567553189
BULL,Deep End,0.567544179
LOLA,Bric-a-Brac,0.567540774
PIPER,Deep End,0.567527254
MR. P,Dueling Beetles,0.567506004
CARL,Center Field,0.567460932
JACKY,Cotton Candy Dreams,0.567452547
EL PRIMO,Excel,0.567445924
FRANK,Night at the Museum,0.567429916
BARLEY,Pinball Dreams,0.567423799
BARLEY,Triple Dribble,0.567416566
BARLEY,Hideout,0.56741527
MORTIS,Parallel Plays,0.567405013
SANDY,Safe Zone,0.567393401
COLONEL RUFFS,Flooded Mine,0.567392385
NITA,Robo Ring,0.567388057
BULL,Ruins,0.567379606
LOLA,Kaboom Canyon,0.567354011
EMZ,Triple Dribble,0.567338088
ROSA,Diagonal Alley,0.567337811
ROSA,Dried Up River,0.567317179
PENNY,Electric Zone,0.56731553
GENE,Power Shot,0.56730658
JACKY,Ruins,0.567303828
BIBI,DUELIST'S DESTINY,0.56730009
MR. P,Triple Dribble,0.567296619
LEON,Four Squared,0.567259218
NANI,TIGER TRAP,0.567226781
MR. P,Belle's Rock,0.567221544
PENNY,Skull Creek,0.567219538
DARRYL,Flooded Mine,0.567218255
STU,Factory Rush,0.567216896
EL PRIMO,Dueling Beetles,0.567214542
LOLA,Deathcap Trap,0.567213208
ASH,Deathcap Trap,0.567193361
POCO,Controller Chaos,0.567188118
NITA,Safety Center,0.567178948
JACKY,Ends Meet,0.567165103
JESSIE,Electric Zone,0.567162532
BARLEY,Center Field,0.567138323
BYRON,Electric Zone,0.567136427
BYRON,Layer Cake,0.567113946
ROSA,Backyard Bowl,0.567112945
PAM,Flooded Mine,0.567097949
FRANK,Last Stand,0.567089025
EMZ,Bridge Too Far,0.567077336
SPIKE,Luis' Revenge,0.567075238
BO,Center Field,0.567066546
JESSIE,SHROUDING SERPENT,0.567064167
BROCK,Belle's Rock,0.567049197
JESSIE,DUELIST'S DESTINY,0.567033583
SQUEAK,Diagonal Alley,0.567020645
AMBER,Night at the Museum,0.567013119
JACKY,Bric-a-Brac,0.567010784
EL PRIMO,Ends Meet,0.56700532
JACKY,Backyard Bowl,0.567000388
JESSIE,Ring of Fire,0.566992917
GENE,Middle Ground,0.566987782
PENNY,Double Trouble,0.566986366
SPROUT,Deep End,0.566983314
MR. P,Pit Stop,0.566982344
CARL,Bridge Too Far,0.56697521
GALE,Junk Park,0.566965637
SQUEAK,Rattlesnake Ravine,0.56696385
MR. P,Danger Zone,0.566958892
GENE,Dueling Beetles,0.566957974
LEON,DUELIST'S DESTINY,0.566914831
MEG,Hideout,0.566914686
EL PRIMO,Gem Source,0.566914251
MR. P,Controller Chaos,0.566908578
CARL,Cotton Candy Dreams,0.566895778
SANDY,Rattlesnake Ravine,0.56688706
SHELLY,Binary Coding,0.566885415
CROW,Some Assembly Required,0.566882431
BULL,Super Stadium,0.566878747
NITA,Minecart Madness,0.566874815
LOU,Danger Zone,0.566844631
MORTIS,Rattlesnake Ravine,0.56684162
BO,Goldarm Gulch,0.56683551
BROCK,Safe Zone,0.566833865
GRIFF,Gem Fort,0.566821829
ROSA,Night at the Museum,0.566798647
8-BIT,Firm Grip,0.566795817
LOLA,Ends Meet,0.566787521
STU,Sticky Notes,0.566770706
AMBER,Bric-a-Brac,0.566736891
BIBI,Pinball Dreams,0.566717339
COLONEL RUFFS,Minecart Madness,0.566694938
DARRYL,Scorched Stone,0.566682468
SANDY,Rockwall Brawl,0.566639435
SANDY,MONKEY MAZE,0.566622151
JACKY,Robo Ring,0.566620733
NANI,Kaboom Canyon,0.566613161
FANG,WARRIOR'S WAY,0.566607248
GRIFF,Night at the Museum,0.56658557
SANDY,Split,0.566576683
SQUEAK,Deep Diner,0.566574918
BULL,Lit Match,0.566572154
GRIFF,Middle Ground,0.566557788
GRIFF,Dark Passage,0.566553863
MR. P,Junk Park,0.566548002
AMBER,Feast or Famine,0.56654576
BO,Minecart Madness,0.566523605
AMBER,Dry Season,0.566498691
NANI,Diagonal Alley,0.566496302
SANDY,Hideout,0.566495904
PENNY,Minecart Madness,0.566484574
FANG,Dark Fantasies,0.566484257
BO,DUELIST'S DESTINY,0.566482404
BELLE,Pit Stop,0.566480255
PENNY,SHROUDING SERPENT,0.566479392
GRIFF,Dark Fantasies,0.566464887
SPROUT,Mystic Touch,0.566459584
GALE,Double Trouble,0.56643994
DARRYL,Crystal Arcade,0.566423579
JESSIE,Goldarm Gulch,0.566417766
COLETTE,Deathcap Trap,0.566411047
SQUEAK,Pinball Dreams,0.56640192
AMBER,Ends Meet,0.566398014
BELLE,Dark Fantasies,0.566388778
LOU,Minecart Madness,0.566385531
ASH,Hard Rock Mine,0.566380017
MR. P,Double Trouble,0.566365
EMZ,Slalom Slam,0.566360327
TICK,Deep End,0.566353787
EMZ,Crystal Arcade,0.566345306
BIBI,Flaring Phoenix,0.566319446
8-BIT,Cotton Candy Dreams,0.566318598
COLETTE,Dry Season,0.566317781
BUZZ,DANGER CHAMBER,0.566300112
BO,Electric Zone,0.566292838
GRIFF,Deathcap Trap,0.566289485
8-BIT,Diagonal Alley,0.566277567
POCO,Ends Meet,0.566272607
GALE,Undermine,0.566255952
STU,Binary Coding,0.566254659
CARL,Gem Source,0.566253534
BO,WARRIOR'S WAY,0.566235828
ASH,Night at the Museum,0.566224458
MR. P,Undermine,0.566214545
SPROUT,Factory Rush,0.566214042
BULL,Gem Fort,0.56621068
EMZ,Dark Passage,0.566207638
CARL,Safety Center,0.566193905
COLONEL RUFFS,Middle Ground,0.566189151
BELLE,Goldarm Gulch,0.566180614
JACKY,Safety Center,0.566172607
LOU,Slalom Slam,0.56616883
SPIKE,Deathcap Trap,0.566167584
NITA,Cube Force,0.566161166
PAM,Robo Ring,0.566153407
CARL,Four Squared,0.566145501
PENNY,Nuts & Bolts,0.56614075
BYRON,Crystal Arcade,0.566138794
COLETTE,Shooting Star,0.566073173
BYRON,Gem Source,0.566070994
MR. P,Parallel Plays,0.566045889
EL PRIMO,Gem Fort,0.566045275
POCO,Excel,0.566044056
JESSIE,Junk Park,0.566035038
SQUEAK,Nuts & Bolts,0.566026932
BO,Excel,0.566024801
COLONEL RUFFS,Ends Meet,0.56602475
SQUEAK,Double Trouble,0.566023227
LEON,Firm Grip,0.566021641
GRIFF,Double Swoosh,0.566017661
CARL,Goldarm Gulch,0.566007149
BARLEY,Deathcap Trap,0.566002325
BULL,Pinhole Punt,0.565996958
MR. P,Luis' Revenge,0.56599664
FRANK,Bric-a-Brac,0.56599191
BARLEY,Bric-a-Brac,0.565965086
EMZ,DANGER CHAMBER,0.565934395
POCO,MONKEY MAZE,0.565934223
AMBER,Undermine,0.565931393
BIBI,TIGER TRAP,0.565928256
AMBER,Acid Lakes,0.565923162
PIPER,Parallel Plays,0.565917036
MEG,Deathcap Trap,0.565897737
CARL,Acute Angle,0.565879917
EMZ,Shooting Star,0.565838183
DARRYL,Controller Chaos,0.565829805
SANDY,Danger Zone,0.565828931
NITA,Shooting Star,0.565827477
DARRYL,Belle's Rock,0.565824543
BIBI,Field Goal,0.565822575
SANDY,Luis' Revenge,0.565818947
CARL,Shooting Star,0.565818365
POCO,Double Swoosh,0.565816255
8-BIT,Crystal Arcade,0.565805524
LOLA,Cube Force,0.565801172
GALE,Deep Diner,0.565786046
GRIFF,Acute Angle,0.565781806
EMZ,Flooded Mine,0.565778241
BROCK,Excel,0.565774386
EMZ,Kaboom Canyon,0.565770309
MR. P,Hard Rock Mine,0.565767704
BEA,Junk Park,0.565753663
8-BIT,Acute Angle,0.565737382
TARA,Slalom Slam,0.565729437
COLONEL RUFFS,Bric-a-Brac,0.565724351
GALE,Dark Passage,0.565717307
BO,MONKEY MAZE,0.565715207
COLONEL RUFFS,Undermine,0.565712014
ROSA,Bric-a-Brac,0.56570848
EL PRIMO,Minecart Madness,0.565707472
CROW,Bot Drop,0.565706234
SPIKE,Power Shot,0.565704776
PAM,Dry Season,0.565702759
MEG,Flaring Phoenix,0.565686345
AMBER,Double Trouble,0.565670013
FANG,Junk Park,0.565634894
COLONEL RUFFS,Kaboom Canyon,0.565632766
PAM,Acute Angle,0.565621685
CARL,Sticky Notes,0.565619398
SQUEAK,Mystic Touch,0.565606702
8-BIT,Four Squared,0.56559042
COLONEL RUFFS,Gem Fort,0.565587968
GRIFF,Dry Season,0.565568828
FANG,Hideout,0.565556343
GALE,Four Squared,0.565554969
TICK,Ends Meet,0.565532392
BULL,Hideout,0.565518159
PAM,Gem Source,0.565505754
EL PRIMO,Bot Drop,0.565498971
STU,Pierced,0.565498111
SQUEAK,Rockwall Brawl,0.565495571
SURGE,Triple Dribble,0.565488025
8-BIT,Cavern Churn,0.565481441
ASH,Deep End,0.565470341
FANG,Nuts & Bolts,0.565443424
LOU,Gem Fort,0.565438808
SPROUT,Night at the Museum,0.565431452
NITA,Night at the Museum,0.565431034
BELLE,Last Stand,0.565420448
POCO,Cotton Candy Dreams,0.565418379
SQUEAK,Safety Center,0.565408652
ASH,Minecart Madness,0.565404144
EL PRIMO,Junk Park,0.56539204
GALE,Ring of Fire,0.565390508
BO,Factory Rush,0.56538759
LOU,Deep Diner,0.56536875
BYRON,Pinhole Punt,0.565358914
BARLEY,Pinhole Punt,0.565356662
8-BIT,Controller Chaos,0.565353089
MR. P,Cube Force,0.565349743
MR. P,Shooting Star,0.565347299
SPROUT,Cube Force,0.565342752
FRANK,Parallel Plays,0.565340519
BELLE,Center Field,0.565336163
CARL,Deathcap Trap,0.565334478
JACKY,Deathcap Trap,0.565319699
GRIFF,Minecart Madness,0.565314706
STU,MONKEY MAZE,0.565310201
BULL,Night at the Museum,0.56530986
GRIFF,Excel,0.565291981
BARLEY,Four Squared,0.565288553
PIPER,Factory Rush,0.565287916
BULL,Junk Park,0.565283766
CARL,Hot Potato,0.565279193
LEON,Slalom Slam,0.565273601
SANDY,Dark Passage,0.565271266
BARLEY,Excel,0.565266817
BULL,Bric-a-Brac,0.565263997
RICO,Cube Force,0.565256751
SPROUT,Layer Cake,0.565255648
DARRYL,Deep Diner,0.565253689
GENE,Safe Zone,0.565247901
LOLA,Split,0.565244563
MR. P,Dark Fantasies,0.565225307
BARLEY,Belle's Rock,0.56521438
SPROUT,Bot Drop,0.565201662
CROW,Deep Diner,0.565200091
SPROUT,Ends Meet,0.565186561
SPIKE,Parallel Plays,0.565174342
JESSIE,Bric-a-Brac,0.565173968
8-BIT,Dark Passage,0.565169504
LOLA,Gem Fort,0.56516431
DARRYL,Gem Fort,0.565156823
DARRYL,Double Swoosh,0.565156049
PAM,Power Shot,0.565148107
CARL,Slalom Slam,0.565137318
FANG,Danger Zone,0.565136585
BO,Bot Drop,0.565130352
BUZZ,Rattlesnake Ravine,0.565103767
SHELLY,Ruins,0.565100298
BULL,Safe Zone,0.565096261
CARL,Dark Passage,0.565092079
SHELLY,Sneaky Fields,0.565085401
LEON,Hard Rock Mine,0.565080213
SURGE,DUELIST'S DESTINY,0.565071904
BULL,Backyard Bowl,0.565071023
LOU,Dark Fantasies,0.565067342
DYNAMIKE,Last Stand,0.565026119
COLONEL RUFFS,Dry Season,0.565018712
8-BIT,Belle's Rock,0.565012618
EMZ,Sticky Notes,0.565007706
SURGE,Junk Park,0.564999949
TARA,Night at the Museum,0.564999785
8-BIT,Safe Zone,0.564994123
BULL,Rockwall Brawl,0.564993199
CARL,Cube Force,0.564978144
MR. P,Dark Passage,0.564976468
ASH,Four Squared,0.564969344
COLONEL RUFFS,Slalom Slam,0.564950298
COLETTE,Center Stage,0.564933452
CARL,Mystic Touch,0.564931837
SQUEAK,Danger Zone,0.564931014
BARLEY,Field Goal,0.564926963
8-BIT,Triple Dribble,0.564925355
BARLEY,Dark Fantasies,0.564919582
GENE,Shooting Star,0.564914784
GRIFF,Acid Lakes,0.564890767
LOU,Feast or Famine,0.564883225
LEON,TIGER TRAP,0.564880302
JESSIE,Dark Fantasies,0.564878204
COLONEL RUFFS,Acute Angle,0.564872096
JESSIE,Factory Rush,0.564843304
BARLEY,Double Swoosh,0.56483455
COLONEL RUFFS,Split,0.564830377
JACKY,Nuts & Bolts,0.564825639
BO,Four Squared,0.564804204
SANDY,Undermine,0.564802514
LEON,Center Stage,0.564800193
BULL,Last Stand,0.564794193
AMBER,Layer Cake,0.564794145
BELLE,Sticky Notes,0.564792138
EMZ,Deathcap Trap,0.564779536
SANDY,Bric-a-Brac,0.56477469
AMBER,Deathcap Trap,0.564767434
FRANK,Luis' Revenge,0.564763922
8-BIT,Electric Zone,0.564750678
GRIFF,Undermine,0.564729891
SANDY,Ruins,0.56472843
DARRYL,Dueling Beetles,0.564723285
EL PRIMO,Bric-a-Brac,0.564712214
PAM,Minecart Madness,0.564706751
GALE,Feast or Famine,0.564694455
BUZZ,Ends Meet,0.564683968
BO,Hard Rock Mine,0.564683663
MR. P,Power Shot,0.564670078
CARL,Double Swoosh,0.56466152
SANDY,Ends Meet,0.564660563
JACKY,Some Assembly Required,0.564654169
GROM,Pit Stop,0.564649038
LEON,Center Field,0.564634737
BULL,Goldarm Gulch,0.564633252
BULL,Pierced,0.564623824
LOU,Triple Dribble,0.564622141
SPIKE,Pinhole Punt,0.564618183
SURGE,SUPER CITY,0.564612235
BELLE,Cube Force,0.564609323
NITA,Ends Meet,0.564602416
GENE,Deathcap Trap,0.564600537
COLONEL RUFFS,Center Stage,0.56458624
PAM,Ring of Fire,0.564578316
JACKY,Dueling Beetles,0.564573921
CARL,Factory Rush,0.56456304
POCO,Nuts & Bolts,0.564545636
COLONEL RUFFS,Luis' Revenge,0.564545611
SQUEAK,Four Squared,0.564545442
GALE,Deep End,0.564527001
SPIKE,Crystal Arcade,0.564518555
8-BIT,Safety Center,0.564503634
BO,Danger Zone,0.564488132
BIBI,Controller Chaos,0.564487075
8-BIT,Flooded Mine,0.564467675
PENNY,Junk Park,0.564464133
LOLA,Robo Ring,0.564462268
EL PRIMO,Crystal Arcade,0.564459627
SQUEAK,Cotton Candy Dreams,0.564457195
LOU,Safe Zone,0.564448003
BYRON,Ends Meet,0.564431378
EMZ,Bric-a-Brac,0.564410171
MR. P,Field Goal,0.564409841
LOU,Kaboom Canyon,0.564391311
BULL,Split,0.564389213
TARA,Deep End,0.564388747
POCO,Rattlesnake Ravine,0.564348251
EL PRIMO,Rockwall Brawl,0.56434652
CARL,Rattlesnake Ravine,0.564315561
AMBER,Center Field,0.564277505
SQUEAK,Scorched Stone,0.564271449
AMBER,Diagonal Alley,0.564259432
SPIKE,Flooded Mine,0.564256666
COLETTE,Four Squared,0.564247089
NITA,Electric Zone,0.564231344
LEON,Last Stand,0.564214799
BELLE,Feast or Famine,0.564202322
GRIFF,Feast or Famine,0.564201628
EL PRIMO,Acute Angle,0.564192906
SANDY,Skull Creek,0.564188449
JACKY,Skull Creek,0.564183258
EL PRIMO,Deathcap Trap,0.564181901
CROW,Binary Coding,0.56417909
JESSIE,Hard Rock Mine,0.564177908
CROW,Controller Chaos,0.564165914
COLONEL RUFFS,Night at the Museum,0.564163602
GENE,Bridge Too Far,0.564158947
NITA,Hard Rock Mine,0.564156576
SQUEAK,Sticky Notes,0.56415547
ROSA,Double Trouble,0.564145538
COLONEL RUFFS,Field Goal,0.564143593
BYRON,Goldarm Gulch,0.564138035
SANDY,Flaring Phoenix,0.564136134
FANG,Undermine,0.564134541
BO,Gem Source,0.564133908
FANG,Rockwall Brawl,0.564128658
NITA,Cavern Churn,0.564126758
NITA,Feast or Famine,0.564122298
TICK,Cube Force,0.564100774
BYRON,Pinball Dreams,0.564088075
RICO,Flooded Mine,0.564073116
RICO,Deep End,0.56406333
PENNY,Safe Zone,0.564061572
DARRYL,Kaboom Canyon,0.564048316
LOU,Backyard Bowl,0.564033304
PIPER,Pit Stop,0.56402744
FRANK,Pit Stop,0.564007609
BO,Junk Park,0.56399883
BROCK,Dry Season,0.563994183
BELLE,Deathcap Trap,0.563985254
DARRYL,Night at the Museum,0.563951465
SANDY,Dry Season,0.563932859
BO,Controller Chaos,0.563925582
GENE,Center Stage,0.563925163
RICO,WARRIOR'S WAY,0.563919511
COLONEL RUFFS,Deep Diner,0.563919143
PENNY,Ring of Fire,0.563888148
SANDY,Kaboom Canyon,0.563878824
DYNAMIKE,Pit Stop,0.56386446
NITA,Scorched Stone,0.563859094
MEG,Four Squared,0.563854812
BEA,Dueling Beetles,0.5638256
GENE,Kaboom Canyon,0.563800608
ASH,Bric-a-Brac,0.56379941
SQUEAK,Factory Rush,0.563793721
EL PRIMO,Controller Chaos,0.563764591
BO,Double Swoosh,0.563754357
